state,year,domestic_visitors_000,tourism_receipts_rm_million,tourism_trips_000,tourism_growth_pct,spending_per_visitor_rm,trips_per_visitor,tourism_intensity,tourism_value_growth_pct,local_prosperity_context,income_mean,income_median,expenditure_mean,gini,poverty,google_search_interest,search_interest_growth_pct,digital_interest_trend,emerging_viral_destination,opportunity_pattern,pressure_pattern,average_length_of_stay,population_000,avg_receipts_per_trip_rm,tourism_receipts_rm,domestic_visitors
Pulau Pinang,2023,13127.587,5814.73535455749,15350.976,31.2399758666005,442.940149972534,1.1693676834897382,7.405837188310956,59.3777123346875,not_available,,,,,,66.41666666666667,-16.105263157894736,strongly_decreasing,not_flagged,monitor,no_pressure_signal,2.40032874269824,1772.6,378.78603644208,5814735354.557489,13127587.0
Pulau Pinang,2024,16604.803,7424.29144738457,19159.576,26.4878534036758,447.117105055963,1.153857471238894,9.222328797556234,27.6806422766178,higher_prosperity,10112.0,8332.0,6319.0,0.383,0.4,53.333333333333336,-19.698870765370145,strongly_decreasing,not_flagged,monitor,no_pressure_signal,2.57711545505833,1800.5,387.497690313427,7424291447.38457,16604803.0
Pulau Pinang,2025,17717.979,8490.35816379311,21626.7382034512,6.70393981789486,479.19450428252,1.2206097661280215,9.819863104805188,14.3591711608263,not_available,,,,,,47.66666666666666,-10.625000000000009,decreasing,not_flagged,monitor,high_intensity_monitor,2.65290501816531,1804.3,392.586162736192,8490358163.793109,17717979.0
Sabah,2019,22035.0674727792,8080.66670997202,31437.7299652782,8.22787900636166,366.718491783807,1.426713578441023,5.6436501057215445,7.63353520038148,not_available,,,,,,82.08333333333333,2.6041666666666607,stable,not_flagged,positive_momentum,no_pressure_signal,2.78866164597109,3904.4,257.037219891411,8080666709.97202,22035067.4727792
Sabah,2020,10336.897,2676.77169855219,10861.33,-53.0888797469325,258.953117028465,1.050734083932538,3.023545396045396,-66.8743707094255,not_available,,,,,,51.41666666666666,-37.36040609137056,strongly_decreasing,not_flagged,monitor,no_pressure_signal,1.96210740287431,3418.8,246.449716429957,2676771698.5521903,10336897.0
Sabah,2021,3815.016,1052.02211208469,4006.255,-63.0932184000673,275.758243762199,1.050127968008522,1.117920647014007,-60.6981009006593,not_available,,,,,,48.66666666666666,-5.348460291734198,decreasing,not_flagged,monitor,no_pressure_signal,2.31287857012766,3412.6,262.594895253719,1052022112.08469,3815016.0
Sabah,2022,12589.005,4825.8695952754,17254.974,229.98564095144,383.340033249284,1.3706384261504383,3.6864930159009046,358.723209316622,higher_need,5368.62962962963,4121.222222222223,3056.740740740741,0.363037037037037,24.92962962962963,84.33333333333333,73.2876712328767,strongly_increasing,potential_emerging_digital_destination,emerging_opportunity,no_pressure_signal,3.0576352783597,3414.9,279.679911153468,4825869595.275399,12589005.0
Sabah,2023,16080.074,6712.51460553787,19900.312,27.7310955075481,417.443017086729,1.2375758967278383,4.470785442210916,39.0944051225405,not_available,,,,,,75.91666666666667,-9.980237154150188,decreasing,not_flagged,monitor,no_pressure_signal,2.67140939347793,3596.7,337.307003304163,6712514605.53787,16080074.0
Sabah,2024,20591.813,8634.24673303019,24105.849,28.0579492358057,419.30483406343,1.1706520936257532,5.502889631213255,28.6290941684787,higher_need,5667.111111111111,4421.037037037037,3264.4814814814813,0.358074074074074,22.05185185185185,65.75,-13.391877058177831,decreasing,not_flagged,monitor,no_pressure_signal,3.01161889379518,3742.0,358.180569911899,8634246733.03019,20591813.0
Sabah,2025,22361.168,9753.3273839687,26440.7605734467,8.5925168415234,436.172537318655,1.1824409428633915,5.955831135970169,12.9609528837934,not_available,,,,,,67.45833333333333,2.598225602027876,stable,not_flagged,positive_momentum,no_pressure_signal,3.14553107015999,3754.5,368.874690910501,9753327383.9687,22361168.0
Sarawak,2019,19793.3756868456,8670.74332850991,24880.0073570829,2.13178834070735,438.062888599258,1.2569865671583147,7.053947144278546,6.45730405363751,not_available,,,,,,48.66666666666666,,not_available,not_available,insufficient_data,insufficient_data,3.42690401258299,2806.0,348.502442305006,8670743328.50991,19793375.6868456
Sarawak,2020,9393.255,3384.67058146855,11077.444,-52.5434410551676,360.329894319759,1.1792976981887535,3.828200268981538,-60.9644703662308,not_available,,,,,,54.25,11.472602739726034,increasing,not_flagged,monitor,no_pressure_signal,2.55178605762645,2453.7,305.546169447442,3384670581.46855,9393255.0
Sarawak,2021,6510.9,1935.25867544385,7137.26,-30.6853694486097,297.233665920817,1.0962017539817843,2.6406959766385465,-42.8228352253951,not_available,,,,,,39.083333333333336,-27.956989247311824,strongly_decreasing,not_flagged,monitor,no_pressure_signal,3.0323043039809,2465.6,271.148686673015,1935258675.44385,6510900.0
Sarawak,2022,15464.621,5430.77227763946,19290.587,137.518945153512,351.173965248774,1.2474012133889347,6.252120881342227,180.622551731691,higher_need,4925.4,3982.625,3130.55,0.3415249999999999,14.5,54.833333333333336,40.298507462686565,strongly_increasing,potential_emerging_digital_destination,inclusive_growth_opportunity,no_pressure_signal,3.51641852644725,2473.5,281.524469817298,5430772277.639461,15464621.0
Sarawak,2023,17901.19,6942.67318117489,21076.631,15.7557627826767,387.833053622407,1.177387145770756,7.153894417136233,27.8395194318955,not_available,,,,,,52.16666666666666,-4.863221884498489,stable,not_flagged,monitor,no_pressure_signal,3.4815000820848,2502.3,329.401467491407,6942673181.17489,17901190.0
Sarawak,2024,19625.552,7956.67071248269,23362.065,9.63266687857065,405.424046797904,1.190390211699523,7.795651241310824,14.6052897039322,higher_need,5314.5,4323.775,3428.45,0.3202,11.295,48.16666666666666,-7.667731629392971,decreasing,not_flagged,monitor,no_pressure_signal,3.09151608473914,2517.5,340.580796795262,7956670712.48269,19625552.0
Sarawak,2025,22721.527,9138.37553459759,26387.9678248999,15.775225073924,402.19020203165,1.161364191099476,8.984747123255168,14.8517497432815,not_available,,,,,,47.16666666666666,-2.0761245674740487,stable,not_flagged,monitor,no_pressure_signal,3.10314238263994,2528.9,346.308423416166,9138375534.59759,22721527.0
Selangor,2019,33588.5269586995,15544.408509962,45766.3686716109,11.2975062849403,462.789229461461,1.3625595646955668,5.162620764928221,17.8558753116377,not_available,,,,,,34.666666666666664,-15.44715447154472,strongly_decreasing,not_flagged,monitor,no_pressure_signal,2.23511176713951,6506.1,339.646971371017,15544408509.962,33588526.958699495
Selangor,2020,19714.734,7051.46346613165,21897.63,-41.3051545123093,357.674796227616,1.1107240909261065,2.8186454878188267,-54.6366562509435,not_available,,,,,,43.75,26.201923076923084,strongly_increasing,rising_search_interest,monitor,no_pressure_signal,1.64066150657808,6994.4,322.019481840348,7051463466.13165,19714734.0
Selangor,2021,10211.58,3158.5633823777,11319.209,-48.2033082465125,309.311916704143,1.1084679354223343,1.455740088670934,-55.2069808267694,not_available,,,,,,55.833333333333336,27.619047619047628,strongly_increasing,potential_emerging_digital_destination,monitor,no_pressure_signal,1.83160904055607,7014.7,279.044532385408,3158563382.3777,10211580.0
Selangor,2022,21989.558,8734.80808554066,25987.93,115.339428374453,397.225268718028,1.1818304851784651,3.118953519708381,176.543701300218,higher_prosperity,11087.444444444443,9196.333333333334,6130.777777777777,0.3252222222222222,1.8666666666666667,52.0,-6.8656716417910495,decreasing,not_flagged,monitor,no_pressure_signal,2.32250757479501,7050.3,336.110189828149,8734808085.54066,21989558.0
Selangor,2023,27579.478,11102.7131520834,28949.304,25.4207929054326,402.571548021446,1.0496683077177893,3.8253294866638,27.1088390649647,not_available,,,,,,55.16666666666666,6.089743589743586,increasing,not_flagged,positive_momentum,no_pressure_signal,2.24207367577779,7209.7,383.522628111661,11102713152.0834,27579478.0
Selangor,2024,34460.8280456694,14226.1256382058,37022.639,24.9509800209757,412.820191649269,1.0743397967958157,4.680460706761025,28.1319749806947,higher_prosperity,12117.777777777776,9654.666666666666,6671.111111111111,0.2977777777777777,1.0555555555555556,41.5,-24.773413897280964,strongly_decreasing,not_flagged,monitor,no_pressure_signal,2.24075512447905,7362.7,384.254770120676,14226125638.2058,34460828.0456694
Selangor,2025,36376.442,15761.7254823629,40803.4992333148,5.55881580033981,433.294863812215,1.1217012162243574,4.909962881477183,10.7942238330377,not_available,,,,,,39.833333333333336,-4.016064257028107,stable,not_flagged,monitor,no_pressure_signal,2.31387210011661,7408.7,386.283671217442,15761725482.3629,36376442.0
Terengganu,2019,14158.2836313106,5990.01250659243,24902.0224648954,3.02653310223866,423.074764044543,1.7588305979282233,11.376684316039052,7.24527463386333,not_available,,,,,,40.25,15.0,strongly_increasing,not_flagged,positive_momentum,possible_pressure,2.5783696197242,1244.5,240.54321350953,5990012506.59243,14158283.6313106
Terengganu,2020,7419.729,2254.5058315233,10084.391,-47.5944316895058,303.852853860741,1.359131984470053,6.455306246737428,-62.3622516807426,not_available,,,,,,55.5,37.88819875776397,strongly_increasing,potential_emerging_digital_destination,monitor,no_pressure_signal,2.0600272733523,1149.4,223.563905001631,2254505831.5233,7419729.0
Terengganu,2021,3719.052,984.111528570248,4128.968,-49.8761747228234,264.613543604727,1.1102205615839735,3.176776287691125,-56.3491247256915,not_available,,,,,,59.583333333333336,7.357357357357362,increasing,not_flagged,monitor,no_pressure_signal,2.19970922273613,1170.7,238.343220041969,984111528.570248,3719052.0
Terengganu,2022,10233.282,3363.29891312298,12791.324,175.158346804508,328.662780242251,1.249972784879768,8.624036743637284,241.75993426368,moderate_context,6983.5,5723.5,4689.125,0.31025,6.7625,68.0,14.12587412587412,increasing,not_flagged,positive_momentum,no_pressure_signal,2.68542326435746,1186.6,262.93594886057,3363298913.12298,10233282.0
Terengganu,2023,11760.516,4192.31725641659,13868.81,14.9241856131787,356.473921417784,1.1792688348028266,9.7194347107438,24.6489641482335,not_available,,,,,,63.583333333333336,-6.495098039215683,decreasing,not_flagged,monitor,no_pressure_signal,2.59412179953652,1210.0,302.283848175625,4192317256.4165897,11760516.0
